id,y
0,12.372274375728477
1,14.54979786125044
2,13.680600217838059
3,11.981431879665667
4,5.654798564833648
5,16.000655742397488
6,12.289262935205642
7,12.288169831111723
8,12.930190967456756
9,8.677198331248729
10,12.078496043795306
11,14.074450805142268
12,10.778082886413893
13,14.973284952468486
14,14.808681984298616
15,13.908076170041328
16,14.233086183744575
17,11.028593820908684
18,10.539903030959628
19,10.12632241857722
20,9.94086194818019
21,9.3254928975547
22,11.065704622105827
23,13.281743869737062
24,14.705299535289916
25,12.267673680169626
26,5.896516604140373
27,12.649832376753391
28,12.598861684165332
29,13.533454715205004
30,14.507609429091415
31,14.293545736719736
32,10.914661103096023
33,10.563652126338217
34,13.549977344162595
35,9.994364280667925
36,12.350974901541463
37,11.94425631510811
38,13.542212546531548
39,8.879123906793904
40,12.840804884897786
41,13.411803657638844
42,10.279455115058234
43,14.490928685122924
44,13.648286116963114
45,14.4780337367172
46,11.033243329640094
47,13.74984794795862
48,12.840684997235552
49,13.914699427525361
50,11.957624774935978
51,9.695346063897825
52,14.552788108260568
53,11.958655403367763
54,12.653926664252452
55,19.39257642326247
56,13.735534120288762
57,9.437965537247925
58,12.023238360796483
59,15.164874934159847
60,12.188260420044486
61,9.739144259672683
62,15.258699733885152
63,9.22982334624106
64,13.141361057503667
65,12.78200746193793
66,10.81064105101467
67,10.259568586397982
68,13.331429090081748
69,13.580829697567712
70,9.62157761951826
71,11.681424913088751
72,13.835568530315353
73,13.163682354895359
74,15.582418166382011
75,12.501379212283073
76,12.446038365689478
77,13.785268494314654
78,14.023487922408645
79,6.282024650287184
80,12.395772268793898
81,9.925506512728202
82,15.865817051437952
83,15.621984938429609
84,11.93086764968813
85,12.206769241061021
86,9.159006911073178
87,14.013067273048481
88,9.168562700062678
89,17.137125521652866
90,9.135499480545889
91,10.744943007293168
92,11.960223755201936
93,10.998619070682402
94,10.867606010946247
95,16.842453884120562
96,12.149680903314326
97,12.907081745153352
98,13.372798174161849
99,9.836824268891977
100,14.153923181684073
